Date,Gold_Close,SP500_Close,Gold_Return,SP500_Return,Gold_Close_Lag1,SP500_Close_Lag1,Gold_Close_Lag2,SP500_Close_Lag2,Gold_MA5,SP500_MA5,Gold_Volatility_5,SP500_Return_Lag1
2020-10-05,1912.5,3408.600098,0.006473028795483726,0.01797270874080037,1900.199951,3348.419922,1908.400024,3380.800048828125,1900.5800048,3367.25800790625,0.007718089044459711,-0.009577652141642856
2020-10-06,1901.099976,3360.969970703125,-0.005960796862745088,-0.01397351579166528,1912.5,3408.600098,1900.199951,3348.419922,1901.9399902,3372.35800790625,0.007560632238963601,0.01797270874080037
2020-10-07,1883.599976,3419.439941,-0.009205197107424512,0.017396754748345122,1901.099976,3360.969970703125,1912.5,3408.600098,1901.1599854,3383.64599610625,0.008696305577770581,-0.01397351579166528
2020-10-08,1888.599976,3446.830078,0.002654491433270234,0.008010123725696872,1883.599976,3419.439941,1901.099976,3360.969970703125,1897.1999757999997,3396.852001940625,0.00644810500933159,0.017396754748345122
2020-10-09,1919.5,3477.139892578125,0.01636133876557877,0.00879353315719933,1888.599976,3446.830078,1883.599976,3419.439941,1901.0599856000001,3422.5959960562495,0.010193064766331658,0.008010123725696872
2020-10-12,1922.5,3534.219970703125,0.0015629070070330986,0.01641581296364758,1919.5,3477.139892578125,1888.599976,3446.830078,1903.0599856000001,3447.719970596875,0.009894311553138335,0.00879353315719933
2020-10-13,1888.5,3511.929931640625,-0.01768530559167747,-0.006306918994084421,1922.5,3534.219970703125,1919.5,3477.139892578125,1900.5399904,3477.9119627843747,0.012910464943343865,0.01641581296364758
2020-10-14,1901.300049,3488.669922,0.006777891977760131,-0.006623141717909786,1888.5,3511.929931640625,1922.5,3534.219970703125,1904.0800049999998,3491.757958984375,0.012421607814742356,-0.006306918994084421
2020-10-15,1903.199951,3483.340087890625,0.0009992646878642653,-0.0015277553418752143,1901.300049,3488.669922,1888.5,3511.929931640625,1907.0,3499.0599609625,0.012419670952098507,-0.006623141717909786
2020-10-16,1900.800049,3483.810059,-0.001260982588161097,0.00013491967408207906,1903.199951,3483.340087890625,1901.300049,3488.669922,1903.2600098000003,3500.393994246875,0.009290926070546214,-0.0015277553418752143
2020-10-19,1906.400024,3426.919922,0.002946114717824244,-0.016329861857144357,1900.800049,3483.810059,1903.199951,3483.340087890625,1900.0400146,3478.9339845062495,0.009440000680893776,0.00013491967408207906
2020-10-20,1910.400024,3443.120117,0.0020981955254109064,0.004727333981747961,1906.400024,3426.919922,1900.800049,3483.810059,1904.4200194,3465.172021578125,0.0029530274090268376,-0.016329861857144357
2020-10-21,1924.599976,3435.560059,0.007432973105950813,-0.002195699755774716,1910.400024,3443.120117,1906.400024,3426.919922,1909.0800048,3454.550048978125,0.003204516529215527,0.004727333981747961
2020-10-22,1901.099976,3453.489990234375,-0.012210329571364364,0.005218925277526321,1924.599976,3435.560059,1910.400024,3443.120117,1908.6600098,3448.5800294468745,0.007396210385411007,-0.002195699755774716
2020-10-23,1902.0,3465.389892578125,0.0004734227612235298,0.003445761353703114,1901.099976,3453.489990234375,1924.599976,3435.560059,1908.9,3444.8959961625005,0.007374580521214222,0.005218925277526321
2020-10-26,1902.699951,3400.969970703125,0.0003680078864354286,-0.018589516294535646,1902.0,3465.389892578125,1901.099976,3453.489990234375,1908.1599854,3439.7060059031255,0.00721851387558099,0.003445761353703114
2020-10-27,1908.800049,3390.679931640625,0.0032060220513454585,-0.0030256189119989285,1902.699951,3400.969970703125,1902.0,3465.389892578125,1907.8399903999998,3429.21796883125,0.007329270458963088,-0.018589516294535646
2020-10-28,1876.199951,3271.030029296875,-0.01707884386165992,-0.035287878760604796,1908.800049,3390.679931640625,1902.699951,3400.969970703125,1898.1599854,3396.311962890625,0.008999837485733849,-0.0030256189119989285
2020-10-29,1865.599976,3310.110107421875,-0.005649704336870065,0.011947330894238384,1876.199951,3271.030029296875,1908.800049,3390.679931640625,1891.0599854,3367.635986328125,0.0081309214920814,-0.035287878760604796
2020-10-30,1877.400024,3269.959961,0.006325068692003555,-0.01212955011129413,1865.599976,3310.110107421875,1876.199951,3271.030029296875,1886.1399902,3328.5500000125003,0.009234549429376153,0.011947330894238384
2020-11-02,1890.400024,3310.239990234375,0.006924469923198506,0.012318202581923066,1877.400024,3269.959961,1865.599976,3310.110107421875,1883.6800047999998,3310.4040039187503,0.010173118343203367,-0.01212955011129413
2020-11-03,1908.5,3369.159912109375,0.009574680369343946,0.01779929009643455,1890.400024,3310.239990234375,1877.400024,3269.959961,1883.6199950000002,3306.1000000125,0.011216433457388455,0.012318202581923066
2020-11-04,1894.599976,3443.439941,-0.007283219282158804,0.02204704758110454,1908.5,3369.159912109375,1890.400024,3310.239990234375,1887.3,3340.581982353125,0.007826656042899527,0.01779929009643455
2020-11-05,1945.300049,3510.449951171875,0.026760304888761466,0.01946019425923673,1894.599976,3443.439941,1908.5,3369.159912109375,1903.2400146,3380.649951103125,0.012154303853777457,0.02204704758110454
2020-11-06,1950.300049,3509.439941,0.002570297575723801,-0.0002877153031444202,1945.300049,3510.449951171875,1894.599976,3443.439941,1917.8200195999998,3428.5459471031254,0.01243202889501343,0.01946019425923673
2020-11-09,1853.199951,3550.5,-0.04978726122156796,0.011699889352800863,1950.300049,3509.439941,1945.300049,3510.449951171875,1910.3800049999998,3476.5979490562504,0.02863658775640748,-0.0002877153031444202
2020-11-10,1875.400024,3545.530029296875,0.011979318792891602,-0.0013997945931910616,1853.199951,3550.5,1950.300049,3509.439941,1903.7600097999998,3511.87197249375,0.02893251649793914,0.011699889352800863
2020-11-11,1860.699951,3572.659912109375,-0.007838366648117323,0.007651855318760337,1875.400024,3545.530029296875,1853.199951,3550.5,1896.9800048000002,3537.715966715625,0.028953390739739564,-0.0013997945931910616
